Name,FA%,vFA,FA-X,FA-Z,injury
Joe Ryan,0.54752962,92.8145821738264,-7.268423679321611,7.994340763410771,0.0
Cole Sands,0.32550437,94.10832492429608,-6.776781334466785,7.797255001720954,0.0
Simeon Woods Richardson,0.42994726,93.00997434895834,-3.311794639078776,10.644666259765623,0.0
Josh Winder,0.34509372,94.19696220422324,-4.939963026930349,9.896461267440843,0.0
David Festa,0.36446239,94.50000236701436,-1.8107805806844188,10.667597086475826,0.0
Zebby Matthews,0.40531401,95.76805534862932,-5.860466940042089,9.828461675450685,0.0
Brandon Woodruff,0.36029912,95.92807340801886,-3.716958906065743,10.12553139740566,0.0
Freddy Peralta,0.52897638,94.10352736322892,-4.584667837240044,9.324666081457204,0.0
Tobias Myers,0.41498656,93.09903015878037,-3.2208467614795513,11.20341095094256,0.0
Aaron Ashby,0.03002545,96.06356035652809,4.564799826023942,7.464463767358812,0.0
Abner Uribe,0.03762887,100.1383547848218,-4.400423794576566,7.573754193031625,0.0
Chad Patrick,0.21890547,94.20068525834516,-4.391742879694158,9.520910159024323,0.0
Sandy Alcantara,0.2236721,97.89341810022438,-7.6051413422658,7.968432635447831,1.0
Anthony Bender,0.02312332,95.61739316193952,-4.85471230658932,6.7815845876500225,1.0
Edward Cabrera,0.22651343,96.40330245206488,-6.044788902980388,9.241094106488523,0.0
Braxton Garrett,0.16369689,90.9370821720105,5.09759811237098,9.408363944605776,0.0
George Soriano,0.33954155,94.69549757988308,-5.407636543198812,6.846920458744012,0.0
Valente Bellozo,0.32657285,89.97933747227503,-2.502661759409161,9.700791120831353,0.0
Andrew Nardi,0.61304736,94.32696622175656,4.5530495157047195,9.89047285697203,0.0
Max Meyer,0.30820611,94.42384021865324,-3.688886276339599,8.761613922591549,1.0
Eury Pérez,0.4861241,97.72745449807567,-6.064112831492543,10.642606313141435,0.0
Clayton Kershaw,0.36965274,90.27726337388717,0.3066096453742968,10.748962156946275,0.0
David Price,0.2632469,92.48672335050856,6.336951768372758,7.325765409612553,0.0
Blake Treinen,0.09660033,95.8193115758282,-6.317321449901924,7.744513319285643,0.0
Trevor Bauer,0.40067152,93.858796700419,-6.238472879931914,11.773913506023044,0.0
Julio Urías,0.47829682,93.380552704552,2.431119214901145,9.846295224043864,0.0
Tony Gonsolin,0.4022357,93.08285325526968,-5.5567141805568845,9.98188565398408,1.0
Brusdar Graterol,0.08689779,98.72901497480166,-5.000985081331717,7.76232407130108,0.0
Michael Grove,0.25807771,94.59556267643126,-3.8184352699436968,9.910938365712596,0.0
Alex Vesia,0.64091404,93.64702861377864,3.58646410179462,11.518847117399725,0.0
Bobby Miller,0.31853035,98.4264779813072,-5.106908720737714,9.776847598306391,0.0
Landon Knack,0.47190427,93.31301035350054,-4.364254885235064,11.031200606610048,0.0
Gavin Stone,0.2537977,94.69357749771898,-5.324312352089986,9.48188485472742,0.0
Emmet Sheehan,0.53100597,95.50095375351428,-6.2832689384275655,9.530939174770896,0.0
Justin Wrobleski,0.39311164,95.5478854914086,4.941278832196469,9.429956718513973,0.0
Yoshinobu Yamamoto,0.37294504,95.41266038255668,-4.523736987366184,9.20236613468199,0.0
Jaime Barria,0.28141593,92.86467546187107,-2.671909604182533,10.10194683274883,0.0
Patrick Sandoval,0.22802612,93.16343655355176,2.822909485401036,9.766690964215652,1.0
José Soriano,0.12829898,98.49579535590276,-6.410491118559966,7.500084450295022,0.0
Andrew Wantz,0.44544096,93.71208173849972,-2.5281468248473984,10.18965030303204,1.0
Reid Detmers,0.4437332,94.0195318135098,6.014037610476098,9.83503651825321,0.0
Jack Kochanowicz,0.15011038,95.60538856655944,-4.829070072548062,8.209831761378869,0.0
Chase Silseth,0.37160633,95.0193320728691,-4.391713367386677,9.377866144049657,0.0
Kris Bubic,0.47067239,91.65829870345743,4.071814985188308,9.544738815910549,1.0
Daniel Lynch IV,0.38089111,93.67833596306878,4.461109812195237,9.011527821824355,0.0
Angel Zerpa,0.25694212,95.25273418426514,6.189221911132336,7.234588121374448,0.0
Alec Marsh,0.37082501,94.18768103807317,-5.942404957713302,8.737070554949119,0.0
Noah Cameron,0.26386322,92.33555440017513,2.877284061679072,9.832596493268388,0.0
Lance McCullers Jr.,0.01469962,91.78840438179348,-4.828830691351407,6.620201995407325,0.0
Bryan Abreu,0.4536883,96.98793662769968,-4.548546179388244,9.804842798906122,0.0
Framber Valdez,0.02148394,93.35361147746188,4.183197431138291,5.296295605164623,0.0
Cristian Javier,0.56458705,93.21723551620713,-4.311974051926568,10.709770162490464,1.0
Ronel Blanco,0.38454804,93.67916927435348,-4.438522221625496,10.928996321146776,1.0
J.P. France,0.40524781,92.92958475016862,-1.6024335382653654,9.074524543268218,0.0
Luis Garcia,0.42462039,93.5189421529108,-4.19970734954743,10.821340262915236,1.0
Hunter Brown,0.39887387,96.09545429731614,-3.9273568836731263,10.1391158661285,0.0
Spencer Arrighetti,0.39161063,93.97538591386449,-7.426533359830144,8.727916851651932,0.0
Wily Peralta,0.2571048,94.21968987815738,-4.467791845555544,9.508799841161013,0.0
Drew Hutchison,0.41992374,92.44529088482548,-2.786513676031764,9.770369530806612,0.0
Jason Foley,0.06010929,96.59839683165524,-7.600918581141507,7.61439210208342,0.0
Alex Faedo,0.45179521,93.10029526823492,-6.246854264215128,9.811139127101155,0.0
Alex Lange,0.13467492,96.24551700285112,-6.17852967799395,9.078301401247924,0.0
Matt Manning,0.46598808,93.43383203749336,-2.314781875894879,9.68113413400706,0.0
Casey Mize,0.34118176,94.60839500343408,-5.410466657366071,9.50755365728022,1.0
Tarik Skubal,0.33629564,95.79785437311943,4.4365677366950385,9.625517058160405,0.0
Keider Montero,0.3638546,94.39585158827168,-3.922470854993815,9.18119514314326,0.0
Reese Olson,0.24037855,94.4426955175525,-6.392213889828713,8.645437352404924,0.0
Beau Brieske,0.43454441,95.35600449853808,-3.898505827885395,10.438931106334502,0.0
Brant Hurter,0.05951679,92.0841578115331,3.7084571725071065,6.013456401258412,0.0
Jhoulys Chacín,0.09105603,92.4994105954142,-2.570364483714809,8.300354681071445,0.0
Daniel Bard,0.17950371,96.79963900499328,-5.2820783851390685,5.572016936872335,0.0
Ty Blach,0.12732009,89.06521489370205,8.095314435641784,3.5055368721027813,0.0
Germán Márquez,0.36199431,95.07744297489106,-5.071913984485138,7.604726586697123,1.0
Antonio Senzatela,0.54031765,94.60723445670224,-3.114022806446858,6.656461397627102,1.0
Kyle Freeland,0.24435661,90.78393326518692,4.438006710269141,8.104849096170696,0.0
Austin Gomber,0.40650155,90.71317523879792,4.424906614196576,10.188394128625603,0.0
Peter Lambert,0.41845329,93.70631156006976,-4.789001995341448,9.223124316495596,0.0
Ryan Feltner,0.35677862,94.40517356725913,-3.7198610601899897,7.52733084508032,0.0
Victor Vodnik,0.61083744,98.11324121618784,-4.158308336811681,7.859480293848181,0.0
Tanner Gordon,0.51485683,92.19769191041448,-7.165684638969045,8.608435071402807,0.0
Triston McKenzie,0.5785835,92.12379504997428,-2.2093826857134817,11.81202936805567,0.0
Sam Hentges,0.37852113,95.2040296451066,4.521076291106468,8.73912178453549,0.0
Trevor Stephan,0.51986951,95.8891587635482,-5.89745634158407,8.46837508467627,0.0
James Karinchak,0.62068966,95.39581801470588,-2.2681523940142463,11.1525674657884,0.0
Emmanuel Clase,0.00911728,99.92727383700284,-2.9396347132596103,8.068472775545986,0.0
Joey Cantillo,0.44037479,91.88143206657249,3.7765040388420887,9.88706990874713,0.0
Tim Herrin,0.28929987,95.60030203576864,4.889529247080717,7.429355104582858,0.0
Hunter Gaddis,0.37684564,94.54211958412178,-4.781925109700231,9.750090112456869,0.0
Logan Allen,0.4116472,91.26987565778538,4.108639446200164,9.097983325760326,0.0
Cade Smith,0.69518944,96.19381506429885,-5.690725407130282,9.511487616254591,0.0
Gavin Williams,0.45148794,96.32324371099844,-6.959969126304115,9.067677228573515,0.0
Tanner Bibee,0.38597568,94.65936953149856,-3.271854741687878,9.286912695374642,0.0
Tony Santillan,0.57017544,96.14787120931952,-6.994013047077247,7.910890847832493,0.0
Hunter Greene,0.54465116,98.47064308016652,-6.570239945826217,9.572231641292165,0.0
Brandon Williamson,0.35678392,92.78885665287892,5.453286995197838,9.808232101069216,1.0
Nick Lodolo,0.35908205,93.97435335368044,10.948487484963016,5.8236138161362065,0.0
Graham Ashcraft,0.0,0.0,0.0,0.0,0.0
Carson Spiers,0.27655502,92.47214347020976,-4.219576409943788,8.999016969674186,1.0
Andrew Abbott,0.50123064,92.7680531484691,5.468742242787767,9.46009351530907,0.0
Davis Martin,0.35165094,93.89114766725352,-4.167510075508389,9.164209182913234,0.0
Sean Burke,0.42569832,94.53622230936952,-3.651588857121772,10.82558778243845,0.0
Mike Vasil,0.14034022,94.61039278104708,-4.154263781262682,7.399505747345103,0.0
Shane Smith,0.45804051,95.64981949458485,-4.7929462749605145,8.285824331565884,0.0
Jonathan Cannon,0.15048417,93.97599779211956,-5.806949542501698,8.374942825980808,0.0
Adrian Sampson,0.29915292,92.41579950051228,-6.672055535806806,8.569421532257126,0.0
Justin Steele,0.57936014,91.91959621427804,0.2689669682429387,7.297255899243258,1.0
Adbert Alzolay,0.20342924,94.52328543526784,-5.149104265485491,9.987449166434152,1.0
Michael Rucker,0.39295909,94.73934530115012,-4.459635515189921,9.311681271753937,0.0
Keegan Thompson,0.45482866,93.63162189640413,-3.127838134765625,9.605458786498469,0.0
Javier Assad,0.17456857,92.31206913371489,-3.726049593906621,9.497135662511534,0.0
Ben Brown,0.57898773,96.0467534147351,-4.991098083091887,10.002031379346027,0.0
Cade Horton,0.50167785,95.73132501132248,-0.7450483613455442,8.599889442673495,0.0
Shota Imanaga,0.50493387,91.29758965696466,7.108173686005717,10.384616196725572,0.0
Tanner Houck,0.12014813,94.56735159817352,-5.368834229909122,4.810889553261674,1.0
Garrett Whitlock,0.02753392,95.93622887652852,-6.798254759415336,8.73485189244367,1.0
Zack Kelly,0.30595483,95.79295359361892,-6.768922076129273,8.914982891722813,1.0
Kutter Crawford,0.36667729,93.3893144675486,-5.454530174063144,11.27982646501344,0.0
Josh Winckowski,0.08616836,94.57118071190564,-2.5693833079049497,8.756618620682863,0.0
Brayan Bello,0.14009983,95.60356037444949,-5.770175510989421,7.521301160798786,0.0
Hirokazu Sawamura,0.46969697,95.98996602449223,-5.245057683691757,9.490904667898745,0.0
Albert Suárez,0.49563772,94.72170731447768,-4.386456450392794,9.641249638291235,0.0
Matt Harvey,0.34050179,93.36815378289474,-7.799256013569079,8.646883994654605,0.0
John Means,0.45964126,92.44313479965156,4.153301874353495,11.92077024240527,1.0
Dean Kremer,0.34405894,93.6362430927197,-5.675445269168183,10.124923240721598,0.0
Keegan Akin,0.54953076,93.1617955902119,6.946944461752538,10.47606298457513,0.0
Tyler Wells,0.42449465,93.51405415681896,-3.1046868154203415,11.543911689024569,1.0
Félix Bautista,0.5,99.33630024462778,-4.151818931971892,12.111070681240406,1.0
Grayson Rodriguez,0.48129551,96.77595200834638,-7.598596134096244,9.234883658140976,0.0
Kyle Bradish,0.28896552,94.55674259304146,0.7179848891738491,8.712901987153192,1.0
Cade Povich,0.38065476,92.29648101544176,6.349411285137925,9.935583811052336,0.0
Tomoyuki Sugano,0.19071763,92.74376118353784,-4.078175675405802,9.737672146600204,0.0
Grant Holmes,0.34170013,94.5106750548061,-3.885301755294277,8.826712325317501,0.0
Kyle Wright,0.19265786,94.7737782175948,-6.735800254635695,6.939578730885575,0.0
Dylan Lee,0.36395534,92.73707306416384,4.852173637236345,11.453594164300863,0.0
Spencer Strider,0.59119823,97.12375838891634,-4.312810473134238,10.35208250505651,1.0
Bryce Elder,0.13577465,91.43931509943918,-2.3087952700887975,8.794245874238706,0.0
Spencer Schwellenbach,0.31936416,96.60705953054298,-3.877910465568439,8.227649091487557,0.0
Madison Bumgarner,0.32524725,90.7437170557229,5.562881706093346,8.958609409737162,0.0
Joe Mantiply,0.04498715,90.34499893188476,8.653110299791608,6.064828211920602,0.0
Caleb Smith,0.47197819,91.56752290346198,7.012194681228814,10.796368012532342,0.0
Zac Gallen,0.48167577,93.66298555684024,-2.947153261307903,10.12888541627816,0.0
Kevin Ginkel,0.52494692,95.629120521044,-6.447641586751137,9.034145004226176,0.0
Humberto Castellanos,0.15722892,90.0137930099078,-3.981456478893529,6.627786745970276,1.0
Ryne Nelson,0.57860963,95.09969985595252,-2.801712261771098,10.939752236752325,0.0
Tommy Henry,0.45976616,90.82460582336564,4.3616249431133625,8.64649375909821,1.0
Bryce Jarvis,0.3980963,95.15401152920624,-5.889806841328509,8.442715436932742,0.0
Brandon Pfaadt,0.32081911,93.70417054521276,-3.999842308531416,8.76665088410073,0.0
Andrew Chafin,0.23275069,91.49703557312252,5.755803918650027,9.60224395872576,0.0
Enyel De Los Santos,0.563497,95.49297934139476,-7.303997914931354,7.72915532729205,0.0
Yohan Ramírez,0.2253116,95.53659743721605,-7.191404897270473,7.391417390404018,0.0
Craig Kimbrel,0.65295865,95.39415703060078,-6.854020593214735,8.432643842330089,0.0
Shelby Miller,0.59716909,93.92043623597404,-5.865892927131922,10.330789833630911,0.0
Rich Hill,0.3890343,88.29741433119301,5.049265630522125,10.635220495229404,0.0
Chase Anderson,0.26628151,92.6731747057311,-4.212310819701095,8.932005009472487,0.0
Luis García,0.0531367,96.7696019647405,-4.733516653203754,7.797003052833322,0.0
David Robertson,0.00077841,93.3000030517578,-5.122938791910808,11.784446398417154,0.0
Brad Hand,0.34732424,92.75730012430763,7.29229127820525,8.480109300258057,0.0
Jose Quintana,0.26251718,90.9446140423406,2.596161145457779,9.085655994172765,0.0
Jacob Barnes,0.48730753,95.0909459271256,-1.785242553046379,10.150064404859796,0.0
Shawn Armstrong,0.32345523,94.02170249934008,-3.638601388615242,9.366650378727307,0.0
Taylor Rogers,0.00066181,93.6999994913737,5.92320458094279,6.4707638422648115,0.0
Carl Edwards Jr.,0.64393516,94.18923711776732,0.558965298657616,9.394670158624647,0.0
Tayler Scott,0.3906518,92.5900139499836,-9.770126227097244,5.776086069749818,0.0
Jorge López,0.16910153,95.6610168061555,-6.427242542703517,8.64094617608814,0.0
Anthony Banda,0.34090909,95.29231413382072,6.735959941811032,8.647271216357195,0.0
Michael Lorenzen,0.26686875,94.28599245988576,-7.00221678044147,9.049198749238922,0.0
Génesis Cabrera,0.31907539,96.56330531694312,5.044040413910098,10.387539119113516,0.0
Phil Maton,0.19522134,91.28500800521822,-0.5625466320953514,8.150922207045149,0.0
Anthony Misiewicz,0.30017251,93.90191492541084,4.987411087956922,9.265723524422482,0.0
Trevor Richards,0.47613194,92.73902711851872,-4.683794431965445,11.628177754439914,0.0
Matt Moore,0.50884744,93.12330707750824,6.608826120993249,10.000744267513875,0.0
Max Scherzer,0.4638383,93.8631620056457,-6.948719026389795,9.321724647941018,0.0
Jake Diekman,0.5448505,95.307363427826,10.308530997156426,7.1575147331767415,0.0
Martín Pérez,0.07044471,92.47556022558798,6.700641267792473,8.67266132844893,0.0
Dallas Keuchel,0.0273888,88.4075210112378,2.863660839267243,8.084919743071822,0.0
Aroldis Chapman,0.46165223,98.23135011441649,2.5825383585705093,10.693464517484268,0.0
Mychal Givens,0.49420071,93.89438738141742,-5.137285333750199,6.8392475984534435,0.0
Chasen Shreve,0.39843029,90.98783314020858,6.367060612692894,9.890399621231946,0.0
Luke Jackson,0.32896341,94.90778498609824,-4.064990873575431,10.573443380078306,0.0
Noah Syndergaard,0.1632948,93.24424731499326,-3.749680061677916,8.858940105100649,0.0
Héctor Neris,0.43288454,93.42662538749558,-5.8151313357483545,9.979261946610748,0.0
Chris Martin,0.36191285,95.08405156616496,-5.3564238857719655,8.714787916432515,0.0
Chris Devenski,0.30789898,93.4048881597336,-6.140006446505509,9.79276336882959,1.0
Jakob Junis,0.07445155,91.36937343659368,-3.7759216733432424,7.849045815434644,0.0
Chris Stratton,0.46286042,92.6687696098101,-3.0215970092874156,8.89790957989079,0.0
Dominic Leone,0.38850889,95.47737529915824,-4.236959699174048,9.142849129690251,0.0
Frankie Montas,0.29981656,96.02600247034836,-3.860371308481716,9.698433494203178,0.0
Joel Payamps,0.30780108,94.91347696441603,-5.635552393166979,9.008814836534205,0.0
Chi Chi González,0.43384468,92.06607686248272,-2.21541242230663,6.814354052464607,0.0
Lou Trivino,0.20887992,95.44637692953653,-5.382377802653781,8.4885943070318,0.0
Cole Sulser,0.48287113,92.69746728845544,-5.545007048426448,10.533588409423828,0.0
Andrew Heaney,0.54024043,91.85787320546063,9.90021851197637,7.91494031711408,0.0
John Curtiss,0.52338812,94.42077371348503,-4.746620178222656,10.257876815427329,1.0
Ryan Yarbrough,0.18927242,86.8268466962394,9.032912680415784,6.189718038268008,0.0
Luke Weaver,0.52035018,94.57615162602843,-4.638465759745737,10.14133808266596,0.0
Erick Fedde,0.00396432,93.16499786376951,-2.1817703247070312,5.430460023880005,0.0
Dennis Santana,0.17762535,95.49587053687532,-7.244890921601601,8.796670979729663,0.0
Alex Young,0.07005604,91.433714730399,5.877589394705637,8.633710163661412,0.0
Caleb Ferguson,0.50523993,94.82434348560317,4.51391190732931,8.919911655276103,1.0
Aaron Civale,0.13607563,91.67109981291574,-2.8909591934192824,10.318597391809432,0.0
Mike Baumann,0.46866391,96.11116641098572,-4.699622914512573,10.474992100409423,0.0
Kenley Jansen,0.0,0.0,0.0,0.0,0.0
Jeurys Familia,0.19521531,95.89975394454656,-6.432068170285692,7.944044150558173,0.0
Carlos Carrasco,0.31611851,92.68796141108665,-3.88678552196237,7.570358381328763,0.0
Johnny Cueto,0.27598634,91.72714894088271,-7.462171112794647,8.759174957799747,0.0
Hunter Strickland,0.43355856,94.67233791599024,-3.9728147432401584,8.307244120015726,0.0
Will Smith,0.39944444,92.2898455156902,4.675504512017559,10.234631194856137,0.0
Kyle Gibson,0.12724321,92.07407552848493,-3.7652808369366895,9.586224301698786,0.0
Ryan Tepera,0.32401157,92.80104210263208,-4.868437312898182,9.89322973432995,0.0
Erasmo Ramírez,0.05036208,92.49411629072202,-5.081755725386875,8.228324887020136,0.0
Michael Tonkin,0.24217994,92.95352810835551,-8.824995018035848,6.481523289026496,0.0
Scott Alexander,0.0,0.0,0.0,0.0,0.0
Vince Velasquez,0.46536267,93.19491999370622,-2.7875770617839684,10.624257031478036,1.0
Joely Rodríguez,0.08708273,93.41777988009984,8.190363566080729,6.790108489990234,0.0
Yimi García,0.38866995,95.75329543429184,-6.064988226944956,7.881795595505089,0.0
Adrian Houser,0.16453604,94.02056085544388,-5.726895654912132,9.042815651098357,0.0
Rafael Montero,0.43604651,95.8228052038434,-6.015823532630657,8.718544613191451,0.0
John Brebbia,0.47186269,93.84907669131074,-6.082307964545598,10.159983735604875,0.0
Andrew Kittredge,0.1163227,94.26613132928009,-1.005300534668789,8.608756854969968,1.0
Tyler Anderson,0.38136318,90.02137775316194,4.20173544268611,11.035784463083669,0.0
Derek Law,0.15516661,95.0731007871814,-2.766645336357994,9.672188119619374,0.0
Jordan Weems,0.57278963,96.24477769720974,-4.86668219347438,10.184505927110624,0.0
Michael Fulmer,0.20287638,94.58627480439291,-1.510143834900892,8.94727723019515,0.0
Dylan Floro,0.26824911,92.40314144639034,-6.659447101044949,8.316557502202144,0.0
Daniel Norris,0.40842572,91.69239884996776,4.724227358541582,9.75081444822098,0.0
Robert Stephenson,0.39390432,96.66640706300502,-7.020302932246075,9.098669009157303,0.0
Paul Sewald,0.56594488,92.01186884341033,-7.6451056571628735,7.441677418584409,0.0
Chris Flexen,0.3926584,91.97503920089896,-1.1096114965886514,10.780537950998513,0.0
Michael Wacha,0.29611778,93.0906477739346,-4.37405726965379,10.974195224641166,0.0
Carlos Estévez,0.63697948,96.92461743920082,-5.4641660440329805,9.348837777604004,0.0
José Ruiz,0.42518337,96.70557783059924,-4.077787467294071,10.271344062581427,0.0
Chad Kuhl,0.10266091,94.00210306732124,-6.584132172806668,7.793569469618922,0.0
Scott Barlow,0.23993913,93.38759642608406,-2.861630499572969,7.100195591007848,0.0
Tim Mayza,0.00438982,92.63333180745444,2.845224062601725,7.438162612915039,0.0
