,team,runs,BB,1B,2B,3B,HR,ParkID
468,"""COL""",0,2,2,0,0,0,"""TOR02"""
469,"""TOR""",5,2,11,1,0,0,"""TOR02"""
470,"""CHN""",3,5,8,0,0,1,"""PHO01"""
471,"""ARI""",2,5,2,1,0,0,"""PHO01"""
472,"""WAS""",6,2,2,4,0,2,"""LOS03"""
473,"""LAN""",4,0,7,2,0,0,"""LOS03"""
474,"""SFN""",4,4,7,1,0,0,"""MIA02"""
475,"""MIA""",3,1,8,1,0,1,"""MIA02"""
476,"""SDN""",7,4,11,1,0,0,"""MIL06"""
477,"""MIL""",3,5,9,0,0,1,"""MIL06"""
478,"""PIT""",3,7,3,0,0,0,"""NYC20"""
479,"""NYN""",6,4,4,4,0,0,"""NYC20"""
480,"""COL""",1,2,3,1,0,1,"""PHI13"""
481,"""PHI""",2,3,5,1,0,0,"""PHI13"""
482,"""MIN""",4,0,6,4,0,1,"""BAL12"""
483,"""BAL""",7,1,8,1,0,3,"""BAL12"""
484,"""CLE""",6,1,5,2,1,1,"""BOS07"""
485,"""BOS""",0,2,3,0,0,0,"""BOS07"""
486,"""KCA""",2,4,3,1,0,1,"""CHI12"""
487,"""CHA""",0,1,4,0,0,0,"""CHI12"""
488,"""TEX""",1,1,6,1,0,0,"""DET05"""
489,"""DET""",0,5,4,1,0,0,"""DET05"""
490,"""ATL""",6,5,8,3,0,0,"""HOU03"""
491,"""HOU""",1,4,7,0,0,0,"""HOU03"""
492,"""SLN""",3,2,3,5,0,0,"""OAK01"""
493,"""OAK""",1,1,3,1,0,1,"""OAK01"""
494,"""CIN""",3,0,1,4,0,2,"""SEA03"""
495,"""SEA""",9,6,4,3,1,2,"""SEA03"""
496,"""ANA""",7,3,8,3,0,2,"""STP01"""
497,"""TBA""",3,2,5,0,0,1,"""STP01"""
498,"""NYA""",1,2,4,0,0,0,"""TOR02"""
499,"""TOR""",3,8,2,2,0,0,"""TOR02"""
500,"""CHN""",11,3,6,4,3,1,"""PHO01"""
501,"""ARI""",12,10,7,2,0,3,"""PHO01"""
502,"""WAS""",2,1,4,1,0,1,"""LOS03"""
503,"""LAN""",6,5,9,3,0,1,"""LOS03"""
504,"""SFN""",3,3,5,3,0,1,"""MIA02"""
505,"""MIA""",6,6,5,3,0,0,"""MIA02"""
506,"""SDN""",6,4,10,0,0,1,"""MIL06"""
507,"""MIL""",3,7,5,1,0,0,"""MIL06"""
508,"""PIT""",1,4,4,1,0,0,"""NYC20"""
509,"""NYN""",3,3,1,3,0,0,"""NYC20"""
510,"""COL""",0,1,7,0,0,0,"""PHI13"""
511,"""PHI""",5,1,3,2,0,2,"""PHI13"""
512,"""MIN""",3,4,5,1,1,0,"""BAL12"""
513,"""BAL""",11,2,10,2,0,3,"""BAL12"""
514,"""CLE""",10,6,10,3,0,1,"""BOS07"""
515,"""BOS""",7,5,3,5,0,3,"""BOS07"""
516,"""TEX""",2,1,6,0,0,0,"""DET05"""
517,"""DET""",4,4,3,1,1,0,"""DET05"""
518,"""ATL""",6,4,6,4,0,1,"""HOU03"""
519,"""HOU""",2,2,3,3,0,1,"""HOU03"""
520,"""SLN""",3,6,4,0,0,0,"""OAK01"""
521,"""OAK""",2,1,3,1,0,1,"""OAK01"""
522,"""CIN""",1,4,4,0,0,0,"""SEA03"""
523,"""SEA""",3,7,7,1,0,0,"""SEA03"""
524,"""ANA""",6,2,4,0,0,2,"""STP01"""
525,"""TBA""",7,7,5,1,1,0,"""STP01"""
526,"""NYA""",4,2,3,3,0,0,"""TOR02"""
527,"""TOR""",5,7,6,2,0,0,"""TOR02"""
528,"""CHN""",5,2,7,1,0,1,"""PHO01"""
529,"""ARI""",3,1,2,3,0,2,"""PHO01"""
530,"""WAS""",2,4,3,0,0,1,"""LOS03"""
531,"""LAN""",0,2,3,2,0,0,"""LOS03"""
532,"""SFN""",3,2,7,2,0,0,"""MIA02"""
533,"""MIA""",1,1,5,0,0,1,"""MIA02"""
534,"""SDN""",0,2,2,1,2,0,"""MIL06"""
535,"""MIL""",1,2,3,0,0,0,"""MIL06"""
536,"""PIT""",1,3,5,0,0,0,"""NYC20"""
537,"""NYN""",9,3,7,1,0,2,"""NYC20"""
538,"""COL""",6,4,12,0,0,0,"""PHI13"""
539,"""PHI""",7,2,6,3,0,3,"""PHI13"""
540,"""MIN""",2,2,3,2,0,0,"""BAL12"""
541,"""BAL""",4,0,5,0,0,3,"""BAL12"""
542,"""CLE""",0,0,3,0,0,0,"""BOS07"""
543,"""BOS""",2,1,3,1,0,1,"""BOS07"""
544,"""KCA""",4,3,3,2,0,2,"""CHI12"""
545,"""CHA""",2,3,3,1,0,1,"""CHI12"""
546,"""KCA""",1,4,4,1,0,0,"""CHI12"""
547,"""CHA""",2,4,4,1,0,1,"""CHI12"""
548,"""TEX""",5,1,5,2,0,0,"""DET05"""
549,"""DET""",4,6,4,1,0,2,"""DET05"""
550,"""ATL""",5,3,3,2,0,2,"""HOU03"""
551,"""HOU""",4,6,6,1,0,2,"""HOU03"""
552,"""SLN""",3,6,4,2,0,0,"""OAK01"""
553,"""OAK""",6,4,7,2,0,1,"""OAK01"""
554,"""CIN""",1,1,0,0,0,1,"""SEA03"""
555,"""SEA""",5,7,1,2,1,3,"""SEA03"""
556,"""ANA""",5,2,10,1,0,1,"""STP01"""
557,"""TBA""",4,1,9,1,0,1,"""STP01"""
558,"""NYA""",6,4,6,3,0,2,"""TOR02"""
559,"""TOR""",4,4,6,1,0,2,"""TOR02"""
560,"""ARI""",0,1,3,0,0,0,"""SFO03"""
561,"""SFN""",5,3,5,3,0,0,"""SFO03"""
562,"""CLE""",5,2,6,2,0,0,"""BOS07"""
563,"""BOS""",4,3,4,1,1,0,"""BOS07"""
564,"""TEX""",9,3,7,3,0,3,"""DET05"""
565,"""DET""",7,6,5,4,2,0,"""DET05"""
566,"""ANA""",1,3,6,0,0,0,"""STP01"""
567,"""TBA""",2,1,4,0,1,0,"""STP01"""
568,"""TEX""",3,1,4,1,0,1,"""ATL03"""
569,"""ATL""",8,5,2,0,0,4,"""ATL03"""
570,"""MIA""",3,1,4,1,0,1,"""CHI11"""
571,"""CHN""",8,5,5,5,0,0,"""CHI11"""
572,"""ANA""",1,1,5,2,0,0,"""CIN09"""
573,"""CIN""",7,6,3,0,0,2,"""CIN09"""
574,"""NYN""",9,2,10,2,0,2,"""LOS03"""
575,"""LAN""",4,5,4,2,0,0,"""LOS03"""
576,"""CHA""",0,3,2,0,0,0,"""PHI13"""
577,"""PHI""",7,2,3,1,0,3,"""PHI13"""
578,"""BOS""",8,3,4,4,0,4,"""PIT08"""
579,"""PIT""",1,2,2,1,1,0,"""PIT08"""
580,"""TOR""",5,1,7,2,1,1,"""SAN02"""
581,"""SDN""",1,2,3,1,0,1,"""SAN02"""
582,"""ARI""",17,5,15,6,0,1,"""SFO03"""
583,"""SFN""",1,3,2,1,0,1,"""SFO03"""
584,"""MIL""",2,6,2,3,0,0,"""STL10"""
585,"""SLN""",1,6,5,0,0,0,"""STL10"""
586,"""HOU""",5,2,10,3,0,0,"""WAS11"""
587,"""WAS""",3,1,5,1,1,1,"""WAS11"""
588,"""OAK""",2,3,3,1,0,2,"""CLE08"""
589,"""CLE""",10,4,5,2,0,2,"""CLE08"""
590,"""BAL""",4,3,6,1,0,1,"""KAN06"""
591,"""KCA""",9,4,5,2,0,2,"""KAN06"""
592,"""DET""",5,2,10,1,1,0,"""MIN04"""
593,"""MIN""",4,2,2,2,0,1,"""MIN04"""
594,"""TBA""",3,1,12,1,0,1,"""NYC21"""
595,"""NYA""",5,2,4,0,0,1,"""NYC21"""
596,"""TEX""",2,2,4,1,0,0,"""ATL03"""
597,"""ATL""",5,7,6,1,0,1,"""ATL03"""
598,"""MIA""",3,5,5,2,0,1,"""CHI11"""
599,"""CHN""",2,3,6,0,1,0,"""CHI11"""
600,"""MIA""",3,0,6,1,0,1,"""CHI11"""
601,"""CHN""",5,3,5,0,0,2,"""CHI11"""
602,"""ANA""",5,3,5,1,0,1,"""CIN09"""
603,"""CIN""",7,8,6,2,0,1,"""CIN09"""
604,"""SEA""",7,6,15,0,0,1,"""DEN02"""
605,"""COL""",0,1,2,1,0,0,"""DEN02"""
606,"""NYN""",6,7,4,3,0,1,"""LOS03"""
607,"""LAN""",4,10,4,2,0,0,"""LOS03"""
608,"""CHA""",5,5,5,2,0,0,"""PHI13"""
609,"""PHI""",9,6,9,1,1,1,"""PHI13"""
610,"""BOS""",4,7,3,1,1,1,"""PIT08"""
611,"""PIT""",2,3,7,1,0,1,"""PIT08"""
612,"""TOR""",5,1,4,3,0,1,"""SAN02"""
613,"""SDN""",2,3,6,3,0,0,"""SAN02"""
614,"""ARI""",3,1,5,2,0,0,"""SFO03"""
615,"""SFN""",7,1,11,3,0,2,"""SFO03"""
616,"""MIL""",12,2,11,4,0,3,"""STL10"""
617,"""SLN""",5,8,4,2,0,0,"""STL10"""
618,"""HOU""",4,2,10,0,0,0,"""WAS11"""
619,"""WAS""",5,5,6,2,0,1,"""WAS11"""
620,"""OAK""",3,5,2,1,1,2,"""CLE08"""
621,"""CLE""",6,1,9,4,0,1,"""CLE08"""
622,"""BAL""",9,3,9,6,0,0,"""KAN06"""
623,"""KCA""",7,4,5,2,0,1,"""KAN06"""
624,"""DET""",3,3,3,1,1,0,"""MIN04"""
625,"""MIN""",4,3,5,2,0,0,"""MIN04"""
626,"""TBA""",2,0,8,1,0,0,"""NYC21"""
627,"""NYA""",0,1,3,1,0,0,"""NYC21"""
628,"""TEX""",6,1,7,1,0,3,"""ATL03"""
629,"""ATL""",4,3,4,0,0,1,"""ATL03"""
630,"""MIA""",6,2,8,2,0,1,"""CHI11"""
631,"""CHN""",3,3,4,4,0,0,"""CHI11"""
632,"""ANA""",0,5,6,0,0,0,"""CIN09"""
633,"""CIN""",3,4,3,1,1,0,"""CIN09"""
634,"""SEA""",1,6,6,0,0,0,"""DEN02"""
635,"""COL""",2,2,8,1,1,0,"""DEN02"""
636,"""SEA""",10,0,9,2,1,1,"""DEN02"""
637,"""COL""",2,2,4,2,0,0,"""DEN02"""
638,"""NYN""",0,0,7,0,0,0,"""LOS03"""
639,"""LAN""",10,7,3,4,0,2,"""LOS03"""
640,"""CHA""",2,2,2,1,0,1,"""PHI13"""
641,"""PHI""",8,6,9,1,0,1,"""PHI13"""
642,"""BOS""",6,6,5,3,0,0,"""PIT08"""
643,"""PIT""",1,1,6,1,0,0,"""PIT08"""
644,"""TOR""",3,0,3,1,0,2,"""SAN02"""
645,"""SDN""",6,9,5,0,0,1,"""SAN02"""
646,"""ARI""",5,4,5,2,0,0,"""SFO03"""
647,"""SFN""",3,3,2,2,0,1,"""SFO03"""
648,"""MIL""",2,2,5,1,0,0,"""STL10"""
649,"""SLN""",0,4,5,1,0,0,"""STL10"""
650,"""HOU""",0,0,4,0,0,0,"""WAS11"""
651,"""WAS""",6,5,10,0,0,1,"""WAS11"""
652,"""OAK""",2,4,6,0,0,1,"""CLE08"""
653,"""CLE""",6,2,2,4,0,1,"""CLE08"""
654,"""BAL""",5,3,5,2,2,2,"""KAN06"""
655,"""KCA""",0,4,4,1,0,0,"""KAN06"""
656,"""DET""",6,6,4,2,0,1,"""MIN04"""
657,"""MIN""",1,4,5,1,0,1,"""MIN04"""
658,"""TBA""",4,5,3,2,0,0,"""NYC21"""
659,"""NYA""",5,5,9,0,0,0,"""NYC21"""
660,"""MIA""",0,0,7,1,0,0,"""ATL03"""
661,"""ATL""",3,5,6,1,0,1,"""ATL03"""
662,"""PHI""",7,3,4,3,1,1,"""CIN09"""
663,"""CIN""",0,1,2,0,0,0,"""CIN09"""
664,"""SDN""",3,4,6,2,1,0,"""DEN02"""
665,"""COL""",1,0,1,3,0,0,"""DEN02"""
666,"""MIL""",2,5,3,1,0,1,"""PIT08"""
667,"""PIT""",4,4,7,1,0,1,"""PIT08"""
668,"""NYN""",2,3,3,0,0,1,"""SFO03"""
669,"""SFN""",5,5,6,1,0,1,"""SFO03"""
670,"""ARI""",3,4,6,3,0,0,"""STL10"""
671,"""SLN""",5,4,5,0,0,2,"""STL10"""
672,"""BAL""",4,4,2,1,1,2,"""ANA01"""
673,"""ANA""",2,4,6,1,0,1,"""ANA01"""
674,"""TOR""",5,5,2,2,1,1,"""KAN06"""
675,"""KCA""",3,0,3,3,0,2,"""KAN06"""
676,"""CHA""",0,1,8,0,0,0,"""MIN04"""
677,"""MIN""",7,2,6,4,0,1,"""MIN04"""
678,"""OAK""",2,4,3,0,0,1,"""NYC21"""
679,"""NYA""",0,2,3,0,0,0,"""NYC21"""
680,"""DET""",7,0,7,2,0,2,"""STP01"""
681,"""TBA""",1,1,4,1,0,1,"""STP01"""
682,"""MIA""",0,0,3,0,0,0,"""ATL03"""
683,"""ATL""",5,2,6,3,0,1,"""ATL03"""
684,"""HOU""",2,1,3,2,0,1,"""CHI11"""
685,"""CHN""",7,7,2,1,0,3,"""CHI11"""
686,"""PHI""",1,4,3,3,0,0,"""CIN09"""
687,"""CIN""",8,3,6,1,0,2,"""CIN09"""
688,"""SDN""",4,3,11,1,0,0,"""DEN02"""
689,"""COL""",7,4,8,4,0,1,"""DEN02"""
690,"""MIL""",1,3,2,0,0,1,"""PIT08"""
691,"""PIT""",2,2,6,0,0,1,"""PIT08"""
692,"""NYN""",1,1,6,3,0,0,"""SFO03"""
693,"""SFN""",5,0,6,1,1,0,"""SFO03"""
694,"""ARI""",14,4,8,4,0,3,"""STL10"""
695,"""SLN""",1,2,4,1,0,1,"""STL10"""
696,"""LAN""",4,6,6,2,0,1,"""WAS11"""
697,"""WAS""",1,8,6,1,0,0,"""WAS11"""
698,"""BAL""",4,3,6,1,0,1,"""ANA01"""
699,"""ANA""",7,2,5,5,0,1,"""ANA01"""
700,"""BOS""",1,0,4,1,0,1,"""CLE08"""
701,"""CLE""",4,6,4,2,0,1,"""CLE08"""
702,"""TOR""",2,4,8,1,0,0,"""KAN06"""
703,"""KCA""",3,1,5,3,0,0,"""KAN06"""
704,"""CHA""",5,3,5,2,0,1,"""MIN04"""
705,"""MIN""",6,1,4,4,0,2,"""MIN04"""
706,"""OAK""",3,2,4,1,0,2,"""NYC21"""
707,"""NYA""",4,1,2,2,0,1,"""NYC21"""
708,"""DET""",4,2,2,1,0,3,"""STP01"""
709,"""TBA""",2,1,6,0,0,1,"""STP01"""
710,"""SEA""",4,5,2,2,0,2,"""ARL03"""
711,"""TEX""",0,4,1,2,0,0,"""ARL03"""
712,"""MIA""",3,3,5,1,0,1,"""ATL03"""
713,"""ATL""",4,4,7,3,0,0,"""ATL03"""
714,"""HOU""",3,2,8,1,0,1,"""CHI11"""
715,"""CHN""",4,2,7,0,0,1,"""CHI11"""
716,"""PHI""",4,3,8,3,0,0,"""CIN09"""
717,"""CIN""",7,7,7,2,0,1,"""CIN09"""
718,"""SDN""",5,3,7,1,0,0,"""DEN02"""
719,"""COL""",2,3,3,0,0,2,"""DEN02"""
720,"""MIL""",3,5,7,0,0,0,"""PIT08"""
721,"""PIT""",2,4,2,1,0,1,"""PIT08"""
722,"""NYN""",8,4,6,2,0,3,"""SFO03"""
723,"""SFN""",2,6,6,1,0,1,"""SFO03"""
724,"""ARI""",1,3,7,0,0,0,"""STL10"""
725,"""SLN""",5,4,6,3,0,0,"""STL10"""
726,"""LAN""",11,3,11,8,0,1,"""WAS11"""
727,"""WAS""",2,3,2,0,0,1,"""WAS11"""
728,"""BAL""",6,7,5,3,0,1,"""ANA01"""
729,"""ANA""",5,2,3,0,0,3,"""ANA01"""
730,"""BOS""",8,1,9,4,0,3,"""CLE08"""
731,"""CLE""",0,0,3,1,0,0,"""CLE08"""
732,"""TOR""",2,3,4,1,0,1,"""KAN06"""
733,"""KCA""",3,3,8,1,0,0,"""KAN06"""
734,"""CHA""",3,1,1,1,0,2,"""MIN04"""
735,"""MIN""",6,3,8,4,0,1,"""MIN04"""
736,"""OAK""",3,2,1,2,0,1,"""NYC21"""
737,"""NYA""",7,4,7,0,1,3,"""NYC21"""
738,"""DET""",5,3,5,1,1,0,"""STP01"""
739,"""TBA""",7,0,7,2,0,2,"""STP01"""
740,"""SEA""",1,2,6,1,1,0,"""ARL03"""
741,"""TEX""",5,5,4,1,1,2,"""ARL03"""
742,"""HOU""",1,3,4,0,0,0,"""CHI11"""
743,"""CHN""",3,4,5,1,0,1,"""CHI11"""
744,"""PHI""",5,1,7,2,1,1,"""CIN09"""
745,"""CIN""",0,5,3,0,0,0,"""CIN09"""
746,"""SDN""",9,4,7,2,0,2,"""DEN02"""
747,"""COL""",10,5,10,2,0,2,"""DEN02"""
748,"""MIL""",7,5,9,1,0,2,"""PIT08"""
749,"""PIT""",5,7,5,2,0,1,"""PIT08"""
750,"""LAN""",2,3,6,2,0,1,"""WAS11"""
751,"""WAS""",1,1,5,2,0,0,"""WAS11"""
752,"""BOS""",4,2,9,0,1,0,"""CLE08"""
753,"""CLE""",6,6,5,1,0,2,"""CLE08"""
754,"""TOR""",1,3,2,1,0,0,"""KAN06"""
755,"""KCA""",2,3,1,0,1,1,"""KAN06"""
756,"""CHA""",3,4,8,1,0,0,"""MIN04"""
757,"""MIN""",6,2,5,0,0,5,"""MIN04"""
758,"""OAK""",3,1,3,1,0,2,"""NYC21"""
759,"""NYA""",1,3,9,1,0,1,"""NYC21"""
760,"""SEA""",4,0,2,1,0,2,"""ARL03"""
761,"""TEX""",3,2,4,1,0,2,"""ARL03"""
762,"""CLE""",2,1,3,1,0,1,"""ATL03"""
763,"""ATL""",6,4,4,3,0,1,"""ATL03"""
764,"""WAS""",3,3,8,0,0,0,"""MIA02"""
765,"""MIA""",1,2,6,0,0,0,"""MIA02"""
766,"""NYA""",6,6,2,1,0,3,"""MIL06"""
767,"""MIL""",7,3,6,2,0,2,"""MIL06"""
768,"""SLN""",4,4,3,0,0,2,"""NYC20"""
769,"""NYN""",2,0,3,4,0,1,"""NYC20"""
770,"""PHI""",9,4,5,3,0,5,"""SAN02"""
771,"""SDN""",3,1,5,1,0,1,"""SAN02"""
772,"""PIT""",0,2,6,2,0,0,"""SFO03"""
773,"""SFN""",3,4,5,0,0,1,"""SFO03"""
774,"""MIN""",5,2,6,4,0,1,"""ANA01"""
775,"""ANA""",3,6,3,2,0,0,"""ANA01"""
776,"""OAK""",3,6,2,4,0,1,"""BAL12"""
777,"""BAL""",2,1,4,1,0,1,"""BAL12"""
778,"""CHN""",7,1,11,3,0,0,"""BOS07"""
779,"""BOS""",1,2,5,1,0,1,"""BOS07"""
780,"""TBA""",4,7,7,2,0,0,"""CHI12"""
781,"""CHA""",9,3,8,2,0,2,"""CHI12"""
782,"""KCA""",8,4,6,0,1,0,"""DET05"""
783,"""DET""",0,2,5,0,0,0,"""DET05"""
784,"""ARI""",1,4,2,0,0,1,"""SEA03"""
785,"""SEA""",6,3,2,0,0,3,"""SEA03"""
786,"""CIN""",1,5,3,0,0,0,"""ARL03"""
787,"""TEX""",2,0,4,2,0,2,"""ARL03"""
788,"""LAN""",12,5,14,2,0,3,"""TOR02"""
789,"""TOR""",2,4,3,1,0,1,"""TOR02"""
790,"""CLE""",4,4,6,2,0,0,"""ATL03"""
791,"""ATL""",2,1,3,4,0,0,"""ATL03"""
792,"""HOU""",12,5,9,2,1,3,"""MEX02"""
793,"""COL""",4,6,7,0,0,1,"""MEX02"""
794,"""WAS""",11,4,6,1,1,3,"""MIA02"""
795,"""MIA""",4,2,10,1,1,1,"""MIA02"""
796,"""NYA""",15,6,13,2,0,4,"""MIL06"""
797,"""MIL""",3,3,0,4,0,1,"""MIL06"""
798,"""SLN""",7,4,6,4,0,0,"""NYC20"""
799,"""NYN""",4,4,6,0,0,1,"""NYC20"""
800,"""PHI""",5,3,6,1,0,1,"""SAN02"""
801,"""SDN""",1,0,2,0,0,1,"""SAN02"""
802,"""PIT""",4,1,8,1,0,2,"""SFO03"""
803,"""SFN""",3,2,5,1,0,1,"""SFO03"""
804,"""MIN""",16,7,10,4,0,3,"""ANA01"""
805,"""ANA""",5,2,9,1,0,1,"""ANA01"""
806,"""OAK""",0,1,5,0,0,0,"""BAL12"""
807,"""BAL""",7,1,5,1,0,3,"""BAL12"""
808,"""CHN""",0,2,4,1,0,0,"""BOS07"""
809,"""BOS""",17,2,13,6,0,2,"""BOS07"""
810,"""TBA""",7,7,6,3,0,2,"""CHI12"""
811,"""CHA""",8,2,6,2,0,2,"""CHI12"""
812,"""KCA""",5,0,8,1,0,0,"""DET05"""
813,"""DET""",6,6,6,0,1,1,"""DET05"""
814,"""ARI""",1,2,1,1,1,0,"""SEA03"""
815,"""SEA""",3,3,2,1,0,1,"""SEA03"""
816,"""CIN""",8,2,8,0,0,2,"""ARL03"""
817,"""TEX""",4,1,3,2,0,2,"""ARL03"""
818,"""LAN""",4,1,8,2,1,0,"""TOR02"""
819,"""TOR""",2,3,2,2,0,0,"""TOR02"""
820,"""CLE""",3,4,10,0,0,0,"""ATL03"""
821,"""ATL""",4,2,7,2,0,0,"""ATL03"""
822,"""HOU""",8,2,4,1,0,3,"""MEX02"""
823,"""COL""",2,0,6,1,0,0,"""MEX02"""
824,"""WAS""",12,4,9,3,0,2,"""MIA02"""
825,"""MIA""",9,5,6,3,2,1,"""MIA02"""
826,"""NYA""",15,6,12,3,0,3,"""MIL06"""
827,"""MIL""",5,8,6,3,1,1,"""MIL06"""
828,"""SLN""",2,3,1,3,0,0,"""NYC20"""
829,"""NYN""",4,6,5,1,0,2,"""NYC20"""
830,"""PHI""",8,4,6,3,0,3,"""SAN02"""
831,"""SDN""",6,2,4,3,0,2,"""SAN02"""
832,"""PIT""",2,3,3,2,0,0,"""SFO03"""
833,"""SFN""",3,1,5,1,0,2,"""SFO03"""
834,"""MIN""",11,4,10,7,0,0,"""ANA01"""
835,"""ANA""",5,1,2,2,0,2,"""ANA01"""
836,"""OAK""",7,2,6,1,0,3,"""BAL12"""
837,"""BAL""",6,2,5,1,0,3,"""BAL12"""
838,"""CHN""",4,0,6,0,0,1,"""BOS07"""
839,"""BOS""",5,5,7,1,1,0,"""BOS07"""
840,"""TBA""",2,0,4,2,0,1,"""CHI12"""
841,"""CHA""",4,0,11,1,0,0,"""CHI12"""
842,"""KCA""",1,2,4,1,0,0,"""DET05"""
843,"""DET""",4,1,6,2,0,2,"""DET05"""
844,"""ARI""",3,2,1,4,0,1,"""SEA03"""
845,"""SEA""",2,0,3,0,1,1,"""SEA03"""
846,"""CIN""",3,1,5,1,0,0,"""ARL03"""
847,"""TEX""",4,3,4,0,0,2,"""ARL03"""
848,"""LAN""",1,2,1,4,0,1,"""TOR02"""
849,"""TOR""",3,1,6,1,0,1,"""TOR02"""
850,"""LAN""",8,8,5,4,0,1,"""PHO01"""
851,"""ARI""",4,6,5,2,0,0,"""PHO01"""
852,"""WAS""",7,4,3,3,0,1,"""MIA02"""
853,"""MIA""",2,0,2,1,0,1,"""MIA02"""
854,"""TBA""",1,3,6,0,0,0,"""MIL06"""
855,"""MIL""",0,2,1,2,0,0,"""MIL06"""
856,"""CHN""",3,2,1,1,0,1,"""NYC20"""
857,"""NYN""",1,3,3,0,0,1,"""NYC20"""
858,"""CIN""",5,1,3,4,0,1,"""SAN02"""
859,"""SDN""",2,2,2,1,0,1,"""SAN02"""
860,"""PHI""",5,9,5,1,0,0,"""ANA01"""
861,"""ANA""",6,3,8,2,0,1,"""ANA01"""
862,"""NYA""",0,3,6,1,0,0,"""BAL12"""
863,"""BAL""",2,3,3,0,0,1,"""BAL12"""
864,"""MIN""",3,3,2,1,0,1,"""CHI12"""
865,"""CHA""",2,3,7,1,0,0,"""CHI12"""
866,"""PIT""",1,5,2,0,0,0,"""OAK01"""
867,"""OAK""",5,4,3,4,0,1,"""OAK01"""
868,"""ATL""",1,1,2,1,0,0,"""SEA03"""
869,"""SEA""",2,3,3,0,0,1,"""SEA03"""
870,"""KCA""",5,3,7,2,0,2,"""TOR02"""
871,"""TOR""",6,4,7,2,0,3,"""TOR02"""
872,"""LAN""",3,6,3,2,0,0,"""PHO01"""
873,"""ARI""",4,2,5,3,0,2,"""PHO01"""
874,"""COL""",6,2,5,3,0,1,"""MIA02"""
875,"""MIA""",7,2,7,2,0,0,"""MIA02"""
876,"""TBA""",2,0,4,0,0,1,"""MIL06"""
877,"""MIL""",8,5,7,2,0,1,"""MIL06"""
878,"""CHN""",2,6,3,1,0,0,"""NYC20"""
879,"""NYN""",4,1,6,0,0,1,"""NYC20"""
880,"""CIN""",4,0,5,1,0,2,"""SAN02"""
881,"""SDN""",6,2,7,3,0,0,"""SAN02"""
882,"""PHI""",7,3,7,1,0,3,"""ANA01"""
883,"""ANA""",5,0,5,2,0,2,"""ANA01"""
884,"""NYA""",2,4,3,0,0,2,"""BAL12"""
885,"""BAL""",4,2,6,3,0,0,"""BAL12"""
886,"""SFN""",0,1,4,0,0,0,"""BOS07"""
887,"""BOS""",4,6,9,1,1,0,"""BOS07"""
888,"""MIN""",6,4,6,2,1,0,"""CHI12"""
889,"""CHA""",5,2,7,3,0,2,"""CHI12"""
890,"""SLN""",2,1,7,0,0,0,"""DET05"""
891,"""DET""",1,2,3,0,0,1,"""DET05"""
892,"""SLN""",6,5,7,2,0,2,"""DET05"""
893,"""DET""",11,6,7,4,0,3,"""DET05"""
894,"""CLE""",9,6,2,1,1,3,"""HOU03"""
895,"""HOU""",10,3,8,1,0,3,"""HOU03"""
896,"""PIT""",2,4,4,0,0,1,"""OAK01"""
897,"""OAK""",5,3,4,2,0,2,"""OAK01"""
898,"""ATL""",2,2,6,0,0,0,"""SEA03"""
899,"""SEA""",3,3,5,1,0,1,"""SEA03"""
900,"""WAS""",1,0,3,0,0,0,"""ARL03"""
901,"""TEX""",7,2,6,1,1,2,"""ARL03"""
902,"""KCA""",4,2,5,2,0,1,"""TOR02"""
903,"""TOR""",1,3,4,0,0,0,"""TOR02"""
904,"""LAN""",8,8,6,2,0,2,"""PHO01"""
905,"""ARI""",0,5,6,1,0,0,"""PHO01"""
906,"""COL""",1,3,3,1,0,0,"""MIA02"""
907,"""MIA""",4,5,6,1,0,0,"""MIA02"""
908,"""TBA""",1,4,5,0,0,0,"""MIL06"""
909,"""MIL""",7,3,4,4,0,2,"""MIL06"""
910,"""CHN""",1,3,3,2,0,0,"""NYC20"""
911,"""NYN""",0,2,4,1,0,0,"""NYC20"""
912,"""CIN""",2,2,1,2,0,1,"""SAN02"""
913,"""SDN""",6,3,7,0,0,1,"""SAN02"""
914,"""PHI""",2,3,6,1,0,0,"""ANA01"""
915,"""ANA""",1,2,7,2,0,1,"""ANA01"""
916,"""NYA""",2,1,3,0,0,1,"""BAL12"""
917,"""BAL""",0,2,3,0,0,0,"""BAL12"""
918,"""SFN""",2,2,3,1,0,1,"""BOS07"""
919,"""BOS""",6,4,5,4,1,0,"""BOS07"""
920,"""MIN""",10,7,7,3,1,1,"""CHI12"""
921,"""CHA""",5,0,2,3,0,2,"""CHI12"""
922,"""SLN""",1,2,6,0,0,1,"""DET05"""
923,"""DET""",4,0,5,2,0,1,"""DET05"""
924,"""CLE""",3,5,6,1,1,1,"""HOU03"""
925,"""HOU""",2,1,4,2,0,1,"""HOU03"""
926,"""PIT""",0,4,3,1,0,0,"""OAK01"""
927,"""OAK""",4,5,4,0,0,2,"""OAK01"""
928,"""ATL""",5,5,5,0,1,0,"""SEA03"""
929,"""SEA""",2,2,8,2,0,0,"""SEA03"""
930,"""WAS""",1,0,4,1,0,0,"""ARL03"""
931,"""TEX""",0,6,6,0,0,0,"""ARL03"""
932,"""KCA""",6,1,4,2,0,1,"""TOR02"""
933,"""TOR""",1,2,2,1,0,1,"""TOR02"""
934,"""COL""",4,6,4,0,0,1,"""MIA02"""
935,"""MIA""",5,4,7,1,0,1,"""MIA02"""
